Customer ID,Age,Gender,Location,Income,SubscriptionStatus,PreferredPaymentMethod,ShoppingFrequency
CUST0101,64,Male,Chicago,104720,Yes,Cash,Monthly
CUST0102,33,Male,Phoenix,75982,No,Cash,Quarterly
CUST0103,28,Male,Phoenix,99767,No,Credit Card,Monthly
CUST0104,47,Male,New York,66842,No,Cash,Monthly
CUST0105,42,Female,Los Angeles,108231,No,Mobile Wallet,Monthly
CUST0106,35,Female,New York,100617,No,Debit Card,Quarterly
CUST0107,58,Female,Houston,52069,No,Cash,Weekly
CUST0108,62,Male,Chicago,72421,Yes,PayPal,Quarterly
CUST0109,53,Female,Chicago,68356,Yes,PayPal,Monthly
CUST0110,32,Female,Phoenix,67923,No,Debit Card,Quarterly
CUST0111,61,Female,Chicago,105069,Yes,Cash,Quarterly
CUST0112,38,Female,Los Angeles,65041,No,Mobile Wallet,Quarterly
CUST0113,67,Female,Los Angeles,97425,No,Mobile Wallet,Monthly
CUST0114,67,Female,Phoenix,119037,No,Cash,Quarterly
CUST0115,21,Male,Phoenix,42481,Yes,Credit Card,Quarterly
CUST0116,32,Male,Houston,47771,Yes,Credit Card,Weekly
CUST0117,70,Female,Phoenix,83948,No,PayPal,Weekly
CUST0118,20,Female,New York,37770,Yes,Debit Card,Quarterly
CUST0119,69,Female,New York,66349,No,PayPal,Quarterly
CUST0120,38,Male,New York,115969,Yes,Debit Card,Monthly
CUST0121,43,Male,Los Angeles,46631,No,Debit Card,Monthly
CUST0122,35,Male,Chicago,47392,Yes,Debit Card,Weekly
CUST0123,22,Male,Houston,62725,No,Debit Card,Weekly
CUST0124,31,Female,Phoenix,49168,Yes,Mobile Wallet,Monthly
CUST0125,54,Male,Houston,72217,Yes,Cash,Weekly
CUST0126,63,Male,Los Angeles,62447,No,Debit Card,Monthly
CUST0127,38,Female,Phoenix,118635,Yes,Cash,Monthly
CUST0128,31,Female,Phoenix,81472,No,Debit Card,Quarterly
CUST0129,59,Female,Los Angeles,94154,No,Mobile Wallet,Quarterly
CUST0130,49,Male,Chicago,48634,No,Mobile Wallet,Weekly
CUST0131,43,Female,Phoenix,105684,No,Cash,Quarterly
CUST0132,59,Female,Chicago,112890,No,Cash,Quarterly
CUST0133,47,Male,Los Angeles,65221,No,PayPal,Monthly
CUST0134,27,Female,Houston,112288,No,PayPal,Weekly
CUST0135,34,Female,Phoenix,84293,Yes,Credit Card,Quarterly
CUST0136,26,Female,Chicago,79174,No,PayPal,Weekly
CUST0137,33,Female,Phoenix,89243,Yes,PayPal,Monthly
CUST0138,65,Female,Chicago,39898,Yes,Debit Card,Quarterly
CUST0139,53,Male,Phoenix,113050,No,Credit Card,Monthly
CUST0140,52,Male,Phoenix,42202,Yes,PayPal,Quarterly
CUST0141,34,Female,Phoenix,82802,Yes,PayPal,Weekly
CUST0142,65,Female,Houston,97582,No,Cash,Monthly
CUST0143,55,Female,Phoenix,66467,No,Credit Card,Monthly
CUST0144,45,Female,Chicago,78374,No,Credit Card,Weekly
CUST0145,55,Female,Houston,89597,Yes,Credit Card,Monthly
CUST0146,43,Male,New York,93968,Yes,Cash,Weekly
CUST0147,41,Female,Chicago,72898,Yes,Mobile Wallet,Monthly
CUST0148,32,Male,Chicago,106278,Yes,Credit Card,Monthly
CUST0149,26,Female,New York,30324,No,Credit Card,Monthly
CUST0150,50,Female,Houston,42208,No,Cash,Weekly
CUST0151,49,Female,Phoenix,90089,No,Mobile Wallet,Quarterly
CUST0152,23,Male,Chicago,113209,Yes,Credit Card,Monthly
CUST0153,66,Female,New York,117050,No,Credit Card,Weekly
CUST0154,21,Male,Phoenix,76952,Yes,Debit Card,Weekly
CUST0155,25,Female,Houston,38300,Yes,Mobile Wallet,Monthly
CUST0156,27,Female,Chicago,100048,No,PayPal,Weekly
CUST0157,58,Male,Phoenix,82129,No,Credit Card,Weekly
CUST0158,28,Male,Phoenix,58551,Yes,Cash,Weekly
CUST0159,68,Female,Los Angeles,86314,No,Debit Card,Monthly
CUST0160,61,Female,New York,57767,Yes,PayPal,Quarterly
CUST0161,45,Female,Phoenix,94843,Yes,PayPal,Weekly
CUST0162,56,Male,Houston,65197,No,Debit Card,Monthly
CUST0163,22,Male,Los Angeles,72318,No,Cash,Quarterly
CUST0164,42,Female,Phoenix,67171,Yes,PayPal,Weekly
CUST0165,42,Male,Phoenix,74270,Yes,PayPal,Weekly
CUST0166,56,Female,Houston,101737,Yes,Mobile Wallet,Monthly
CUST0167,47,Female,Los Angeles,105750,No,PayPal,Monthly
CUST0168,51,Female,Los Angeles,47117,Yes,Credit Card,Quarterly
CUST0169,34,Male,New York,104205,Yes,Credit Card,Quarterly
CUST0170,53,Male,Phoenix,93614,No,Debit Card,Monthly
CUST0171,18,Male,New York,75054,No,Debit Card,Monthly
CUST0172,61,Male,Los Angeles,119463,No,Cash,Weekly
CUST0173,64,Female,New York,36345,No,Cash,Weekly
CUST0174,25,Male,Houston,36021,No,Mobile Wallet,Quarterly
CUST0175,61,Female,Chicago,43051,No,Debit Card,Quarterly
CUST0176,52,Male,Houston,112074,Yes,Mobile Wallet,Weekly
CUST0177,66,Male,Los Angeles,90238,Yes,Cash,Weekly
CUST0178,35,Male,Houston,32134,Yes,PayPal,Quarterly
CUST0179,67,Female,Los Angeles,46284,No,Mobile Wallet,Weekly
CUST0180,59,Male,Houston,50707,Yes,PayPal,Monthly
CUST0181,39,Male,Phoenix,87840,No,Mobile Wallet,Monthly
CUST0182,25,Female,Phoenix,89836,Yes,Mobile Wallet,Quarterly
CUST0183,36,Female,Houston,30088,Yes,Cash,Quarterly
CUST0184,45,Female,New York,86072,Yes,Mobile Wallet,Weekly
CUST0185,28,Female,Los Angeles,56518,Yes,Cash,Weekly
CUST0186,47,Female,Phoenix,47290,Yes,Mobile Wallet,Monthly
CUST0187,18,Female,Los Angeles,115196,No,Mobile Wallet,Weekly
CUST0188,64,Male,Phoenix,69566,No,Debit Card,Quarterly
CUST0189,64,Female,Chicago,50837,Yes,Debit Card,Quarterly
CUST0190,34,Male,Houston,65916,Yes,Cash,Weekly
CUST0191,50,Female,Phoenix,42234,No,Mobile Wallet,Monthly
CUST0192,66,Male,Houston,115798,No,PayPal,Monthly
CUST0193,29,Male,Chicago,77242,Yes,Credit Card,Weekly
CUST0194,50,Male,Los Angeles,62819,Yes,Cash,Weekly
CUST0195,24,Female,Houston,40803,Yes,Debit Card,Quarterly
CUST0196,58,Female,Phoenix,78738,No,Debit Card,Quarterly
CUST0197,37,Female,Chicago,117098,No,Cash,Quarterly
CUST0198,58,Female,Phoenix,115054,No,Debit Card,Monthly
CUST0199,50,Male,Chicago,51695,No,PayPal,Weekly
CUST0200,56,Female,Chicago,36787,No,Debit Card,Quarterly
CUST0201,30,Female,Phoenix,81949,Yes,Credit Card,Monthly
CUST0202,27,Female,Houston,111999,No,Credit Card,Quarterly
CUST0203,41,Male,Los Angeles,70043,No,Mobile Wallet,Weekly
CUST0204,66,Female,Los Angeles,60689,No,PayPal,Monthly
CUST0205,28,Female,Chicago,86260,Yes,Debit Card,Weekly
CUST0206,52,Female,Phoenix,115915,Yes,Debit Card,Weekly
CUST0207,67,Female,Chicago,41953,No,Cash,Monthly
CUST0208,51,Female,Los Angeles,42475,Yes,Mobile Wallet,Monthly
CUST0209,18,Female,Chicago,30142,Yes,Credit Card,Quarterly
CUST0210,56,Female,Chicago,57973,Yes,Cash,Monthly
CUST0211,38,Male,Los Angeles,92496,Yes,Cash,Monthly
CUST0212,49,Male,Houston,40215,Yes,Debit Card,Quarterly
CUST0213,19,Female,Chicago,47393,Yes,Credit Card,Weekly
CUST0214,25,Male,Houston,107814,Yes,Cash,Monthly
CUST0215,41,Female,Chicago,59647,Yes,Debit Card,Weekly
CUST0216,69,Male,Phoenix,98084,No,Mobile Wallet,Weekly
CUST0217,37,Female,Chicago,119126,Yes,PayPal,Monthly
CUST0218,33,Female,Chicago,88335,No,Credit Card,Weekly
CUST0219,21,Female,New York,31217,No,Mobile Wallet,Weekly
CUST0220,33,Female,Phoenix,31056,Yes,Debit Card,Quarterly
CUST0221,54,Male,Phoenix,75032,Yes,PayPal,Quarterly
CUST0222,23,Female,Houston,45806,Yes,Cash,Quarterly
CUST0223,23,Male,Houston,85353,Yes,Mobile Wallet,Weekly
CUST0224,64,Male,Chicago,47324,Yes,Cash,Weekly
CUST0225,49,Female,Los Angeles,92613,Yes,Cash,Quarterly
CUST0226,70,Male,Chicago,39283,No,PayPal,Monthly
CUST0227,22,Female,New York,60008,No,PayPal,Quarterly
CUST0228,66,Male,Chicago,80209,No,Cash,Monthly
CUST0229,52,Female,New York,41708,Yes,Cash,Monthly
CUST0230,67,Male,Chicago,43425,No,PayPal,Weekly
CUST0231,26,Male,Houston,43526,No,Debit Card,Quarterly
CUST0232,26,Female,Chicago,71071,Yes,Credit Card,Monthly
CUST0233,60,Male,Houston,78177,Yes,Cash,Quarterly
CUST0234,48,Male,Los Angeles,69223,Yes,PayPal,Weekly
CUST0235,53,Female,Los Angeles,47973,No,Mobile Wallet,Weekly
CUST0236,28,Female,Phoenix,80164,No,Mobile Wallet,Weekly
CUST0237,34,Female,Chicago,47451,Yes,Debit Card,Monthly
CUST0238,51,Female,Phoenix,114092,No,Debit Card,Quarterly
CUST0239,56,Male,Chicago,118753,Yes,Mobile Wallet,Monthly
CUST0240,45,Female,Los Angeles,48724,No,Debit Card,Quarterly
CUST0241,31,Female,New York,38966,Yes,Cash,Monthly
CUST0242,52,Female,Phoenix,99534,Yes,PayPal,Weekly
CUST0243,66,Female,Phoenix,103831,No,Credit Card,Weekly
CUST0244,64,Male,Los Angeles,31110,Yes,PayPal,Weekly
CUST0245,62,Male,Los Angeles,109995,Yes,PayPal,Monthly
CUST0246,30,Male,New York,115199,No,Debit Card,Quarterly
CUST0247,63,Female,Phoenix,51511,Yes,Credit Card,Weekly
CUST0248,37,Male,Los Angeles,87684,Yes,Cash,Weekly
CUST0249,43,Male,Los Angeles,76030,No,Mobile Wallet,Monthly
CUST0250,60,Female,New York,57925,Yes,Cash,Weekly
CUST0251,59,Male,New York,112323,No,Debit Card,Weekly
CUST0252,41,Male,Houston,49840,No,Mobile Wallet,Monthly
CUST0253,46,Female,Chicago,83963,No,Cash,Monthly
CUST0254,51,Male,Houston,110750,Yes,PayPal,Weekly
CUST0255,46,Female,New York,119989,Yes,Debit Card,Quarterly
CUST0256,25,Male,Los Angeles,87984,No,Credit Card,Quarterly
CUST0257,33,Male,New York,58474,Yes,PayPal,Quarterly
CUST0258,32,Female,Phoenix,41362,No,Credit Card,Quarterly
CUST0259,22,Male,Los Angeles,43168,No,Mobile Wallet,Quarterly
CUST0260,39,Female,Houston,48351,Yes,Credit Card,Quarterly
CUST0261,19,Female,Houston,46142,Yes,PayPal,Monthly
CUST0262,55,Female,Houston,107276,Yes,Credit Card,Quarterly
CUST0263,53,Female,Los Angeles,80335,Yes,Debit Card,Monthly
CUST0264,32,Male,Chicago,76076,Yes,Debit Card,Monthly
CUST0265,55,Male,Chicago,86280,No,PayPal,Monthly
CUST0266,32,Female,Chicago,71222,Yes,Cash,Weekly
CUST0267,18,Male,New York,48327,Yes,Credit Card,Quarterly
CUST0268,22,Male,New York,62477,Yes,PayPal,Quarterly
CUST0269,63,Male,Phoenix,66302,Yes,Credit Card,Quarterly
CUST0270,58,Male,Los Angeles,114491,No,PayPal,Weekly
CUST0271,21,Female,Phoenix,41042,Yes,Credit Card,Monthly
CUST0272,32,Male,New York,62527,No,Cash,Quarterly
CUST0273,22,Female,Los Angeles,102534,No,PayPal,Weekly
CUST0274,20,Male,Houston,108774,No,Debit Card,Weekly
CUST0275,39,Male,Los Angeles,108644,No,Cash,Quarterly
CUST0276,22,Female,New York,109638,Yes,Debit Card,Monthly
CUST0277,50,Female,Houston,67345,Yes,Cash,Weekly
CUST0278,33,Female,Houston,33515,Yes,Debit Card,Monthly
CUST0279,35,Female,Los Angeles,116298,Yes,Cash,Monthly
CUST0280,60,Male,Chicago,69537,No,Credit Card,Quarterly
CUST0281,49,Female,New York,56928,No,Debit Card,Quarterly
CUST0282,31,Female,New York,97862,No,Credit Card,Quarterly
CUST0283,52,Male,Chicago,109551,No,PayPal,Monthly
CUST0284,26,Male,Phoenix,96784,Yes,Credit Card,Monthly
CUST0285,64,Female,Phoenix,54726,Yes,Debit Card,Weekly
CUST0286,54,Female,New York,81347,Yes,Cash,Weekly
CUST0287,54,Female,Chicago,68737,Yes,Credit Card,Weekly
CUST0288,48,Female,Chicago,114694,Yes,Mobile Wallet,Quarterly
CUST0289,33,Female,Houston,37152,Yes,Cash,Monthly
CUST0290,68,Female,Phoenix,61370,No,PayPal,Monthly
CUST0291,48,Female,Phoenix,94865,No,PayPal,Monthly
CUST0292,69,Male,Houston,80578,No,Debit Card,Weekly
CUST0293,44,Female,Los Angeles,44777,No,Cash,Quarterly
CUST0294,30,Female,Phoenix,61599,Yes,Credit Card,Quarterly
CUST0295,24,Male,Houston,95481,No,Credit Card,Monthly
CUST0296,24,Male,Chicago,113634,No,PayPal,Monthly
CUST0297,60,Female,Los Angeles,107847,Yes,Cash,Monthly
CUST0298,45,Female,New York,39307,Yes,Cash,Monthly
CUST0299,40,Female,Chicago,99243,No,PayPal,Weekly
CUST0300,45,Female,Los Angeles,31581,No,Credit Card,Weekly
CUST0301,44,Male,Houston,77329,No,PayPal,Monthly
CUST0302,47,Female,Chicago,71480,No,Cash,Weekly
CUST0303,64,Female,Los Angeles,47299,No,Credit Card,Monthly
CUST0304,21,Male,New York,80703,No,Mobile Wallet,Monthly
CUST0305,61,Male,Chicago,104498,No,PayPal,Monthly
CUST0306,59,Female,Chicago,85163,Yes,Cash,Weekly
CUST0307,59,Female,Phoenix,77895,Yes,Cash,Monthly
CUST0308,24,Male,Los Angeles,101612,Yes,Debit Card,Monthly
CUST0309,21,Female,Los Angeles,119514,Yes,Debit Card,Quarterly
CUST0310,43,Male,Phoenix,52645,Yes,PayPal,Quarterly
CUST0311,64,Male,Houston,91736,Yes,Credit Card,Weekly
CUST0312,39,Female,Houston,39567,No,Mobile Wallet,Quarterly
CUST0313,69,Male,Phoenix,32187,No,Mobile Wallet,Weekly
CUST0314,24,Male,Chicago,106986,No,Credit Card,Monthly
CUST0315,33,Male,New York,38851,Yes,Debit Card,Quarterly
CUST0316,30,Female,Houston,31807,No,Cash,Weekly
CUST0317,30,Female,New York,64365,No,Debit Card,Monthly
CUST0318,52,Male,Los Angeles,58277,Yes,PayPal,Quarterly
CUST0319,46,Female,Los Angeles,35220,Yes,Debit Card,Quarterly
CUST0320,26,Male,Houston,37925,No,Credit Card,Weekly
CUST0321,45,Male,Chicago,82163,No,PayPal,Monthly
CUST0322,29,Female,Los Angeles,96402,Yes,Credit Card,Quarterly
CUST0323,35,Female,New York,67550,No,PayPal,Monthly
CUST0324,47,Female,Chicago,112388,No,Cash,Monthly
CUST0325,33,Male,Houston,95673,Yes,Debit Card,Quarterly
CUST0326,22,Male,Los Angeles,84451,Yes,Credit Card,Monthly
CUST0327,46,Male,Houston,85518,No,PayPal,Weekly
CUST0328,69,Female,Chicago,82727,No,Debit Card,Quarterly
CUST0329,53,Female,Chicago,40803,Yes,Mobile Wallet,Weekly
CUST0330,24,Male,Chicago,113956,Yes,Credit Card,Quarterly
CUST0331,21,Female,Phoenix,100328,No,Cash,Weekly
CUST0332,59,Female,Phoenix,100471,Yes,PayPal,Monthly
CUST0333,52,Female,New York,110746,No,Credit Card,Monthly
CUST0334,18,Female,Chicago,50012,Yes,Credit Card,Weekly
CUST0335,23,Male,Chicago,66368,No,Mobile Wallet,Monthly
CUST0336,66,Female,Los Angeles,40957,No,Cash,Weekly
CUST0337,33,Male,New York,70620,No,Mobile Wallet,Quarterly
CUST0338,28,Male,New York,40357,Yes,PayPal,Quarterly
CUST0339,44,Male,Houston,97017,Yes,Debit Card,Monthly
CUST0340,49,Female,Chicago,56633,Yes,Credit Card,Monthly
CUST0341,48,Female,Los Angeles,50365,Yes,PayPal,Quarterly
CUST0342,31,Male,Houston,100305,No,PayPal,Monthly
CUST0343,43,Female,Phoenix,72827,No,Cash,Quarterly
CUST0344,21,Male,Chicago,81213,Yes,Credit Card,Quarterly
CUST0345,28,Female,New York,106865,Yes,Mobile Wallet,Weekly
CUST0346,42,Male,Chicago,113138,No,Debit Card,Weekly
CUST0347,18,Female,Chicago,115175,No,Credit Card,Quarterly
CUST0348,42,Female,Phoenix,119267,Yes,Credit Card,Quarterly
CUST0349,34,Female,Los Angeles,114299,No,Debit Card,Weekly
CUST0350,68,Female,Los Angeles,38665,No,PayPal,Quarterly
CUST0351,68,Female,Los Angeles,70654,Yes,Mobile Wallet,Quarterly
CUST0352,47,Male,Houston,87342,Yes,Credit Card,Quarterly
CUST0353,36,Male,Los Angeles,61278,No,PayPal,Monthly
CUST0354,45,Female,Houston,37589,No,Cash,Weekly
CUST0355,62,Male,Phoenix,62044,Yes,PayPal,Quarterly
CUST0356,64,Female,Chicago,41300,Yes,Debit Card,Quarterly
CUST0357,68,Male,Houston,86948,No,Mobile Wallet,Monthly
CUST0358,53,Male,Phoenix,45202,No,Debit Card,Monthly
CUST0359,60,Female,Houston,89424,No,Cash,Quarterly
CUST0360,63,Female,Phoenix,110254,Yes,PayPal,Weekly
CUST0361,49,Female,Los Angeles,109800,No,Credit Card,Monthly
CUST0362,27,Male,Los Angeles,37212,No,Cash,Weekly
CUST0363,30,Male,Phoenix,70539,No,Debit Card,Monthly
CUST0364,36,Male,New York,117304,Yes,PayPal,Monthly
CUST0365,31,Male,Phoenix,116252,No,Debit Card,Weekly
CUST0366,21,Female,Houston,53022,Yes,Credit Card,Quarterly
CUST0367,55,Female,Phoenix,45655,Yes,Cash,Weekly
CUST0368,65,Male,Chicago,31660,No,Cash,Quarterly
CUST0369,52,Male,New York,47984,No,Mobile Wallet,Quarterly
CUST0370,21,Male,Phoenix,31487,Yes,Debit Card,Monthly
CUST0371,65,Male,New York,51473,Yes,Mobile Wallet,Monthly
CUST0372,38,Female,New York,95065,Yes,Cash,Monthly
CUST0373,21,Female,Phoenix,75443,No,PayPal,Quarterly
CUST0374,21,Female,Phoenix,98551,Yes,Mobile Wallet,Quarterly
CUST0375,55,Female,Los Angeles,97793,No,PayPal,Weekly
CUST0376,48,Male,Phoenix,63980,No,Mobile Wallet,Weekly
CUST0377,50,Female,Phoenix,51884,No,Debit Card,Weekly
CUST0378,51,Male,Los Angeles,78741,Yes,Debit Card,Weekly
CUST0379,28,Female,Los Angeles,46637,Yes,Cash,Quarterly
CUST0380,21,Female,Chicago,65227,No,Debit Card,Quarterly
CUST0381,50,Female,Phoenix,45473,No,Mobile Wallet,Weekly
CUST0382,23,Male,Houston,33847,No,Mobile Wallet,Weekly
CUST0383,29,Female,New York,73910,No,PayPal,Quarterly
CUST0384,22,Male,Los Angeles,86272,No,Credit Card,Weekly
CUST0385,56,Female,Phoenix,65649,Yes,Mobile Wallet,Monthly
CUST0386,22,Female,Houston,98662,Yes,PayPal,Quarterly
CUST0387,61,Male,New York,38371,Yes,Cash,Monthly
CUST0388,33,Female,Phoenix,64465,Yes,Debit Card,Monthly
CUST0389,43,Male,Houston,105582,No,Debit Card,Quarterly
CUST0390,25,Female,New York,112251,No,Mobile Wallet,Quarterly
CUST0391,54,Female,Houston,40101,No,Debit Card,Monthly
CUST0392,33,Male,Los Angeles,95031,No,Cash,Weekly
CUST0393,55,Female,Phoenix,89663,Yes,Credit Card,Weekly
CUST0394,56,Female,Houston,96949,Yes,Mobile Wallet,Quarterly
CUST0395,20,Male,Houston,77202,Yes,Cash,Monthly
CUST0396,57,Male,Phoenix,37266,No,PayPal,Monthly
CUST0397,23,Female,New York,95484,Yes,Credit Card,Quarterly
CUST0398,44,Male,Phoenix,104302,No,Mobile Wallet,Quarterly
CUST0399,60,Male,Houston,51873,Yes,Debit Card,Monthly
CUST0400,55,Male,Chicago,78193,No,Mobile Wallet,Monthly
CUST0401,54,Male,New York,50618,Yes,PayPal,Quarterly
CUST0402,51,Female,Houston,63438,Yes,Debit Card,Monthly
CUST0403,38,Male,Chicago,43487,Yes,Credit Card,Weekly
CUST0404,34,Male,New York,105223,No,Mobile Wallet,Quarterly
CUST0405,31,Male,Los Angeles,118358,Yes,Cash,Weekly
CUST0406,60,Male,Phoenix,45117,No,PayPal,Quarterly
CUST0407,63,Male,New York,59937,Yes,Mobile Wallet,Quarterly
CUST0408,38,Male,New York,96692,No,Cash,Monthly
CUST0409,33,Male,Houston,30336,Yes,Mobile Wallet,Weekly
CUST0410,34,Female,Chicago,35772,No,PayPal,Monthly
CUST0411,43,Male,New York,31610,Yes,Mobile Wallet,Weekly
CUST0412,26,Male,Phoenix,62053,Yes,Debit Card,Monthly
CUST0413,60,Female,New York,36026,No,Debit Card,Quarterly
CUST0414,59,Male,New York,91835,No,Cash,Weekly
CUST0415,37,Male,Houston,77707,Yes,Debit Card,Weekly
CUST0416,47,Female,New York,80197,No,Credit Card,Quarterly
CUST0417,38,Male,Chicago,49671,Yes,Credit Card,Quarterly
